Title,Description,Link,Category,Subcategory,Source
"In 2004, Canada conducted the first national nutrition survey in more than 30 years, and it allowed us to examine the relationship between household food insecurity and nutrient intake. This work demonstrated that in Canada household food insecurity is associated with diets that are inadequate to support good health in adults and adolescents. While research reveals some differences in food intake patterns among children living in food-insecure households, these do not appear to be related to higher rates of nutrient inadequacy.","Food insecurity is a public health problem in Canada, affecting both adults and children. Whenever possible, it is important to consider age and sex groups separately since nutritional requirements and critical health outcomes vary across the lifecycle, which has implications for the evaluation and design of policies and programs",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"Studies have shown that adults in food insecure households have poorer self-rated health, poorer mental and physical health, poorer oral health, greater stress, and are more likely to suffer from chronic conditions such as diabetes, hypertension and mood and anxiety disorders. Food insecurity also makes it difficult to manage existing chronic conditions such as diabetes and HIV. For example, food insecure individuals with HIV – an infection that is associated with increased energy and protein needs – are critically constrained in their ability to control the quality and quantity of food they consume.","To date, research in Canada examining health and food insecurity among adults has been cross-sectional, meaning that findings represent a single point in time or a snapshot. Since these studies do not follow individuals over time, these types of studies do not allow us to draw conclusions about causality. Food insecurity could be both an outcome and cause of poor health, or another factor (e.g. poverty) could be a cause of both.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"In 2004, Canada conducted the first national nutrition survey in more than 30 years, and it allowed us to examine the relationship between household food insecurity and nutrient intake. This work demonstrated that in Canada household food insecurity is associated with diets that are inadequate to support good health in adults and adolescents. While research reveals some differences in food intake patterns among children living in food-insecure households, these do not appear to be related to higher rates of nutrient inadequacy.","Food insecurity is a public health problem in Canada, affecting both adults and children. Whenever possible, it is important to consider age and sex groups separately since nutritional requirements and critical health outcomes vary across the lifecycle, which has implications for the evaluation and design of policies and programs",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Distribution,Access and Equity Issues,Additional sources
"Obesity is a major public health concern today, but the relationship between obesity and poverty-related measures including food insecurity is unclear. In Canada, household food insecurity is not associated with body weight among men, and while food insecure women are more likely to be obese, it does not necessarily follow that food insecurity caused these women to become obese.","The most important piece of work we have examining the long-term effects household food insecurity on children’s health in Canada is a longitudinal (over a period of 10 years) study of national population data. This study provides causal evidence that children and youth who experienced hunger were more likely to have poorer health, and children who faced hunger repeatedly were more likely than others to have developed several chronic health conditions, including asthma. There have also been a few smaller, regional Canadian studies of children that have described negative health consequences of household food insecurity on children.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"Studies have shown that adults in food insecure households have poorer self-rated health, poorer mental and physical health, poorer oral health, greater stress, and are more likely to suffer from chronic conditions such as diabetes, hypertension and mood and anxiety disorders. Food insecurity also makes it difficult to manage existing chronic conditions such as diabetes and HIV. For example, food insecure individuals with HIV – an infection that is associated with increased energy and protein needs – are critically constrained in their ability to control the quality and quantity of food they consume.","To date, research in Canada examining health and food insecurity among adults has been cross-sectional, meaning that findings represent a single point in time or a snapshot. Since these studies do not follow individuals over time, these types of studies do not allow us to draw conclusions about causality. Food insecurity could be both an outcome and cause of poor health, or another factor (e.g. poverty) could be a cause of both.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Distribution,Access and Equity Issues,Additional sources
"The following articles present research on health, nutrition, and food insecurity:","The current measure of food insecurity captures experiences in the past 12 months and these maybe episodic or chronic, while the development of obesity typically happens over a much longer period of time.  It is possible that factors that lead to both obesity and food insecurity underlie the cross-sectional associations observed in some studies. A recent nutrition study of Canadian youth found that boys, but not girls, from food insecure households had a higher prevalence of obesity than their food secure counterparts. In the US, where there has been more research on childhood obesity, a recent study indicates that food-insecure children are no more likely to be obese than their food-secure counterparts. More research on the relationship between household food insecurity and body weight in Canada is required to clarify assumptions of an obesity-poverty link.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"The following articles present research on health, nutrition, and food insecurity:","The current measure of food insecurity captures experiences in the past 12 months and these maybe episodic or chronic, while the development of obesity typically happens over a much longer period of time.  It is possible that factors that lead to both obesity and food insecurity underlie the cross-sectional associations observed in some studies. A recent nutrition study of Canadian youth found that boys, but not girls, from food insecure households had a higher prevalence of obesity than their food secure counterparts. In the US, where there has been more research on childhood obesity, a recent study indicates that food-insecure children are no more likely to be obese than their food-secure counterparts. More research on the relationship between household food insecurity and body weight in Canada is required to clarify assumptions of an obesity-poverty link.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Distribution,Access and Equity Issues,Additional sources
Food insecurity is associated with a wide array of negative health outcomes and higher health care costs but there has been no population-based study of the association of food insecurity and mortality in high-income countries.,"We use cross-sectional population surveys linked to encoded health administrative data. The sample is 90,368 adults, living in Ontario and respondents in the Canadian Community Health Survey (CCHS). The outcome of interest is all-cause mortality at any time after the interview and within four years of the interview. The primary variable of interest is food insecurity status, with individuals classed as “food secure”, “marginally food insecure”, “moderately food insecure”, or “severely food insecure”. We use logistic regression models to determine the association of mortality with food insecurity status, adjusting for other social determinants of health",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
Food insecurity is associated with a wide array of negative health outcomes and higher health care costs but there has been no population-based study of the association of food insecurity and mortality in high-income countries.,"We use cross-sectional population surveys linked to encoded health administrative data. The sample is 90,368 adults, living in Ontario and respondents in the Canadian Community Health Survey (CCHS). The outcome of interest is all-cause mortality at any time after the interview and within four years of the interview. The primary variable of interest is food insecurity status, with individuals classed as “food secure”, “marginally food insecure”, “moderately food insecure”, or “severely food insecure”. We use logistic regression models to determine the association of mortality with food insecurity status, adjusting for other social determinants of health",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Distribution,Access and Equity Issues,Additional sources
"Food insecurity, the uncertainty or inability to acquire sufficient food because of financial constraints [1], is a growing population health concern in many high-income countries for two reasons. First, the magnitude of the problem is staggering. In 2012, 12.6% of Canadian households were affected by some degree of food insecurity; this is the highest rate observed since national monitoring began in 2007 [1]. Second, a vast literature has demonstrated the numerous negative health consequences associated with food insecurity [2]. ",These findings demonstrate that food insecurity is associated with higher mortality rates and these higher rates are especially large for the most severe food insecurity category. Efforts to reduce food insecurity should be incorporated into broader public health initiatives to reduce mortality.,https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"Food insecurity, the uncertainty or inability to acquire sufficient food because of financial constraints [1], is a growing population health concern in many high-income countries for two reasons. First, the magnitude of the problem is staggering. In 2012, 12.6% of Canadian households were affected by some degree of food insecurity; this is the highest rate observed since national monitoring began in 2007 [1]. Second, a vast literature has demonstrated the numerous negative health consequences associated with food insecurity [2]. ",These findings demonstrate that food insecurity is associated with higher mortality rates and these higher rates are especially large for the most severe food insecurity category. Efforts to reduce food insecurity should be incorporated into broader public health initiatives to reduce mortality.,https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Distribution,Access and Equity Issues,Additional sources
"The objective of this study is to ascertain the association between food insecurity and all-cause mortality for a population-based sample of adults. Addressing this objective hasn’t been possible before due to the lack of information on mortality that can be matched with food insecurity information. To overcome this limitation and address the objective of this study, we use a unique administrative data set, which contains information on all users of medical care in Ontario, Canada, including records of death, and match those individuals who were also interviewed in the Statistics Canada’s Canadian Community Health Survey (CCHS).","The health consequences associated with food insecurity, many of which are chronic in nature, are also associated with higher mortality rates. As a consequence, given the myriad of chronic health conditions associated with food insecurity and the greater likelihood of poor disease management in this context, one would anticipate that food insecurity is also associated with increased risk of mortality. To date this association has only been documented among specific subgroups of HIV-positive adults [13,22].",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"This study made use of data from CCHS conducted in 2005, 2007–08, and 2009–10 [23–26]. The CCHS is a repeated cross-sectional survey which is representative of 98% of the Canadian population aged 12 and over. (Individuals living on First Nations reserves, in institutions, and in the Canadian Armed forces are not part of the sampling frame.) For each household one member, 12 years of age or older, is selected for the survey based on sampling probabilities reflecting age and household composition. The CCHS data for the province of Ontario were linked to uniquely encoded identifiers from the administrative health care data housed at the Institute for Clinical Evaluative Sciences (ICES) in Toronto Ontario.","The CCHS is used to delineate household food security status and socio-demographic characteristics. Consistent with its standard, validated approach [1], household food insecurity over the past 12 months was assessed using an 18-question module regarding food hardships. Based on these responses, we assign households to marginal, moderate and severe food insecurity categories based on Health Canada’s coding method [28]. (See Appendix A in S1 File for the 18 items and coding algorithm applied to determine household food insecurity status.)",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"The objective of this study is to ascertain the association between food insecurity and all-cause mortality for a population-based sample of adults. Addressing this objective hasn’t been possible before due to the lack of information on mortality that can be matched with food insecurity information. To overcome this limitation and address the objective of this study, we use a unique administrative data set, which contains information on all users of medical care in Ontario, Canada, including records of death, and match those individuals who were also interviewed in the Statistics Canada’s Canadian Community Health Survey (CCHS).","The health consequences associated with food insecurity, many of which are chronic in nature, are also associated with higher mortality rates. As a consequence, given the myriad of chronic health conditions associated with food insecurity and the greater likelihood of poor disease management in this context, one would anticipate that food insecurity is also associated with increased risk of mortality. To date this association has only been documented among specific subgroups of HIV-positive adults [13,22].",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Distribution,Access and Equity Issues,Additional sources
"This study made use of data from CCHS conducted in 2005, 2007–08, and 2009–10 [23–26]. The CCHS is a repeated cross-sectional survey which is representative of 98% of the Canadian population aged 12 and over. (Individuals living on First Nations reserves, in institutions, and in the Canadian Armed forces are not part of the sampling frame.) For each household one member, 12 years of age or older, is selected for the survey based on sampling probabilities reflecting age and household composition. The CCHS data for the province of Ontario were linked to uniquely encoded identifiers from the administrative health care data housed at the Institute for Clinical Evaluative Sciences (ICES) in Toronto Ontario.","The CCHS is used to delineate household food security status and socio-demographic characteristics. Consistent with its standard, validated approach [1], household food insecurity over the past 12 months was assessed using an 18-question module regarding food hardships. Based on these responses, we assign households to marginal, moderate and severe food insecurity categories based on Health Canada’s coding method [28]. (See Appendix A in S1 File for the 18 items and coding algorithm applied to determine household food insecurity status.)",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Distribution,Access and Equity Issues,Additional sources
" mortality rates, we also include age, gender (female = 1), education level (less than secondary school graduation, secondary school graduation, some postsecondary schooling, post-secondary school completion (reference category)), homeownership (renters = 1), neighborhood-level income quintile, number of children in the household, and number of adults in the household in the models","This set of covariates was also selected to adjust for other well-established social determinants of health that are also known to be associated with household food insecurity status. Given that several years of the CCHS are being used, the probability of observing someone who has died is greater with earlier CCHS participation so we control for year of survey in our models.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
" mortality rates, we also include age, gender (female = 1), education level (less than secondary school graduation, secondary school graduation, some postsecondary schooling, post-secondary school completion (reference category)), homeownership (renters = 1), neighborhood-level income quintile, number of children in the household, and number of adults in the household in the models","This set of covariates was also selected to adjust for other well-established social determinants of health that are also known to be associated with household food insecurity status. Given that several years of the CCHS are being used, the probability of observing someone who has died is greater with earlier CCHS participation so we control for year of survey in our models.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Distribution,Access and Equity Issues,Additional sources
"Qualitative studies have suggested that food insecurity adversely affects infant feeding practices. We aimed to determine how household food insecurity relates to breastfeeding initiation, duration of exclusive breastfeeding and vitamin D supplementation of breastfed infants in Canada.","We studied 10 450 women who had completed the Maternal Experiences — Breastfeeding Module and the Household Food Security Survey Module of the Canadian Community Health Survey (2005–2014) and who had given birth in the year of or year before their interview. We used multivariable Cox proportional hazards models and logistic regression to examine the relation between food insecurity and infant feeding practices, adjusting for sociodemographic characteristics, maternal mood disorders and diabetes mellitus.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"Household food insecurity — defined as inadequate or insecure access to food because of financial constraints — is a serious public health problem in affluent western countries,1–3 and it disproportionately affects households with children.1,2 In Canada, household food insecurity has been linked to myriad physical and mental health problems,4–8 to poorer chronic disease management9,10 and to heightened nutritional vulnerability among adults and children,11 but its impact on infant nutrition is less clear. Because breastfeeding offers a secure, low-cost, optimal food supply for infants, Canadian health policy and public health programs promote it as a key strategy to protect vulnerable infants from food insecurity.12–15 However, there is some question as to the extent to which women struggling with food insecurity can follow breastfeeding recommendations.14","Adherence to current breastfeeding recommendations is poor in Canada,16 particularly among socially and economically vulnerable women,17,18 but the effects of household food insecurity on breastfeeding rates have not been examined. Qualitative studies have suggested that food insecurity contributes to the early cessation of breastfeeding,14,19 and a 1998–2002 Quebec study suggested that breastfeeding to 4 months was less common among infants in food-insufficient than food-sufficient families, although the difference was not statistically significant.20 Studying the effects of household food insecurity on infant feeding is complicated by the fact that women in food-insecure households are more likely to experience depression and diabetes mellitus,7,21,22 conditions that have been found to affect breastfeeding initiation and duration negatively.23,24",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"Qualitative studies have suggested that food insecurity adversely affects infant feeding practices. We aimed to determine how household food insecurity relates to breastfeeding initiation, duration of exclusive breastfeeding and vitamin D supplementation of breastfed infants in Canada.","We studied 10 450 women who had completed the Maternal Experiences — Breastfeeding Module and the Household Food Security Survey Module of the Canadian Community Health Survey (2005–2014) and who had given birth in the year of or year before their interview. We used multivariable Cox proportional hazards models and logistic regression to examine the relation between food insecurity and infant feeding practices, adjusting for sociodemographic characteristics, maternal mood disorders and diabetes mellitus.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Distribution,Access and Equity Issues,Additional sources
"Household food insecurity — defined as inadequate or insecure access to food because of financial constraints — is a serious public health problem in affluent western countries,1–3 and it disproportionately affects households with children.1,2 In Canada, household food insecurity has been linked to myriad physical and mental health problems,4–8 to poorer chronic disease management9,10 and to heightened nutritional vulnerability among adults and children,11 but its impact on infant nutrition is less clear. Because breastfeeding offers a secure, low-cost, optimal food supply for infants, Canadian health policy and public health programs promote it as a key strategy to protect vulnerable infants from food insecurity.12–15 However, there is some question as to the extent to which women struggling with food insecurity can follow breastfeeding recommendations.14","Adherence to current breastfeeding recommendations is poor in Canada,16 particularly among socially and economically vulnerable women,17,18 but the effects of household food insecurity on breastfeeding rates have not been examined. Qualitative studies have suggested that food insecurity contributes to the early cessation of breastfeeding,14,19 and a 1998–2002 Quebec study suggested that breastfeeding to 4 months was less common among infants in food-insufficient than food-sufficient families, although the difference was not statistically significant.20 Studying the effects of household food insecurity on infant feeding is complicated by the fact that women in food-insecure households are more likely to experience depression and diabetes mellitus,7,21,22 conditions that have been found to affect breastfeeding initiation and duration negatively.23,24",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Distribution,Access and Equity Issues,Additional sources
"The Canadian Community Health Survey is a population-representative survey of about 130 000 individuals 12 years or older per cycle. Since 2005, it has included assessment of household food insecurity over the past 12 months using the Household Food Security Survey Module.25Information about recent births and infant feeding practices is captured using the Maternal Experiences — Breastfeeding Module,26 which is administered to female respondents 15 to 55 years of age who report having given birth in the previous 5 years. The module collects data on breastfeeding initiation and duration and on vitamin supplementation of the respondent and her infant. However, neither of these 2 modules has been administered in all provinces and territories in every cycle of the Canadian Community Health Survey.","To maximize the sample size, we pooled data from the 2005, 2007/08, 2009/10, 2011/12 and 2013/14 survey cycles. The Household Food Security Survey Module was optional in 2005, 2009/10 and 2013/14, and the Maternal Experiences — Breastfeeding Module was optional in 2013/14, meaning that the administration of these modules was at the discretion of the province or territory (for a list of the provinces and territories with both modules, by survey cycle, see Appendix 1, available at www.cmaj.ca/lookup/suppl/doi:10.1503/cmaj.170880/-/DC1). We included only respondents to whom both modules were administered, and we restricted our sample to women who reported having given birth in the year of or the year before the interview, to obtain relatively concurrent data on household food security and infant feeding behaviours. Household income was imputed by Statistics Canada for all participants with missing data (about 30% of the sample). We excluded respondents with missing values for any other variable used in our analyses.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"Degrees of nutrient intake and food groups have been linked to differential chronic disease risk. However, intakes of specific nutrients may also be associated with differential diet costs and unobserved differences in socioeconomic status (SES). The present study examined degrees of nutrient intake, for every key nutrient in the diet, in relation to diet cost and SES.","Socio-demographic data for a stratified random sample of adult respondents in the Seattle Obesity Study were obtained through telephone survey. Dietary intakes were assessed using food frequency questionnaire (FFQ) (n = 1,266). Following standard procedures, nutrient intakes were energy-adjusted using the residual method and converted into quintiles. Diet cost for each respondent was estimated using Seattle supermarket retail prices for 384 FFQ component foods.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Utilization,Nutrient & non-nutrient metabolic utilization,Additional sources
"Nutrients commonly associated with a lower risk of chronic disease were associated with higher diet costs. By contrast, nutrients associated with higher disease risk were associated with lower diet costs. The cost variable may help somewhat explain why lower income groups fail to comply with dietary guidelines and have highest rates of diet related chronic disease.","Higher intakes of dietary fiber, vitamins A, C, D, E, and B12, beta carotene, folate, iron, calcium, potassium, and magnesium were associated with higher diet costs. The cost gradient was most pronounced for vitamin C, beta carotene, potassium, and magnesium. Higher intakes of saturated fats, trans fats and added sugars were associated with lower diet costs. Lower cost lower quality diets were more likely to be consumed by lower SES.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Utilization,Nutrient & non-nutrient metabolic utilization,Additional sources
"Degrees of nutrient intake and food groups have been linked to differential chronic disease risk. However, intakes of specific nutrients may also be associated with differential diet costs and unobserved differences in socioeconomic status (SES). The present study examined degrees of nutrient intake, for every key nutrient in the diet, in relation to diet cost and SES.","Socio-demographic data for a stratified random sample of adult respondents in the Seattle Obesity Study were obtained through telephone survey. Dietary intakes were assessed using food frequency questionnaire (FFQ) (n = 1,266). Following standard procedures, nutrient intakes were energy-adjusted using the residual method and converted into quintiles. Diet cost for each respondent was estimated using Seattle supermarket retail prices for 384 FFQ component foods.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"Nutrients commonly associated with a lower risk of chronic disease were associated with higher diet costs. By contrast, nutrients associated with higher disease risk were associated with lower diet costs. The cost variable may help somewhat explain why lower income groups fail to comply with dietary guidelines and have highest rates of diet related chronic disease.","Higher intakes of dietary fiber, vitamins A, C, D, E, and B12, beta carotene, folate, iron, calcium, potassium, and magnesium were associated with higher diet costs. The cost gradient was most pronounced for vitamin C, beta carotene, potassium, and magnesium. Higher intakes of saturated fats, trans fats and added sugars were associated with lower diet costs. Lower cost lower quality diets were more likely to be consumed by lower SES.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"ietary phytochemicals are found in plant-based foods such as fruits, vegetables and grains and may be categorised in a nested hierarchical manner with many hundred individual phytochemicals identified to date. To associate phytochemical intakes with positive health outcomes, a fundamental step is to accurately estimate the dietary phytochemical intake from foods reported. The purpose of this systematic review protocol is to describe the process to be undertaken to summarise the evidence for food-based dietary phytochemical intakes and health outcomes for adults.", The purpose of this systematic review protocol is to describe the process to be undertaken to summarise the evidence for food-based dietary phytochemical intakes and health outcomes for adults.,https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"ietary phytochemicals are found in plant-based foods such as fruits, vegetables and grains and may be categorised in a nested hierarchical manner with many hundred individual phytochemicals identified to date. To associate phytochemical intakes with positive health outcomes, a fundamental step is to accurately estimate the dietary phytochemical intake from foods reported. The purpose of this systematic review protocol is to describe the process to be undertaken to summarise the evidence for food-based dietary phytochemical intakes and health outcomes for adults.", The purpose of this systematic review protocol is to describe the process to be undertaken to summarise the evidence for food-based dietary phytochemical intakes and health outcomes for adults.,https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Utilization,Nutrient & non-nutrient metabolic utilization,Additional sources
"Unhealthy diet is a risk factor for adverse health outcomes. Reformulation of processed foods has the potential to improve population diet, but evidence of its impact is limited. The purpose of this review was to explore the impact of reformulation on nutrient intakes, health outcomes and quality of life; and to evaluate the quality of modelling studies on reformulation interventions.","A systematic review of peer-reviewed articles published between January 2000 and December 2017 was performed using MEDLINE, ScienceDirect, Embase, Scopus, Cochrane, and the Centre for Reviews and Dissemination of the University of York. Additional studies were identified through informal searches on Google and specialized websites. Only simulation studies modelling the impact of food reformulation on nutrient intakes and health outcomes were included. Included articles were independently extracted by 2 reviewers using a standardized, pre-piloted data form, including a self-developed tool to assess study quality.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Health Outcome,Health Information,Additional sources
"Unhealthy diet is a risk factor for adverse health outcomes. Reformulation of processed foods has the potential to improve population diet, but evidence of its impact is limited. The purpose of this review was to explore the impact of reformulation on nutrient intakes, health outcomes and quality of life; and to evaluate the quality of modelling studies on reformulation interventions.","A systematic review of peer-reviewed articles published between January 2000 and December 2017 was performed using MEDLINE, ScienceDirect, Embase, Scopus, Cochrane, and the Centre for Reviews and Dissemination of the University of York. Additional studies were identified through informal searches on Google and specialized websites. Only simulation studies modelling the impact of food reformulation on nutrient intakes and health outcomes were included. Included articles were independently extracted by 2 reviewers using a standardized, pre-piloted data form, including a self-developed tool to assess study quality.",https://www150.statcan.gc.ca/n1/pub/32-26-0001/322600012018001-eng.htm,Utilization,Nutrient & non-nutrient metabolic utilization,Additional sources
Change in total sugars consumption among Canadian children and adults," Free sugars are nutrients of public health concern that have been associated with negative health outcomes, including dental caries in children and excess weight gain. Since national-level free sugars data are not currently available for Canadians, total sugars intake was examined to understand sugars intake in the population. The objective of this analysis was to describe and compare total sugars consumption among Canadians in 2004 and 2015",https://www150.statcan.gc.ca/n1/en/pub/82-003-x/2019001/article/00002-eng.pdf?st=FKY4lERx,Health Outcome,Health Information,Additional sources
" In 2015, the average daily total sugars consumption was 101 grams (24 teaspoons) for children aged 1 to 8, 115 grams (27 teaspoons) for children aged 9 to 18, and 85 grams (20 teaspoons) for adults. Sugary beverages, taken together, were the top source of sugars for all age groups. Total sugars consumption decreased from 2004 to 2015 overall, although not by misreporting status","Data are from the 2004 and 2015 Canadian Community Health Survey—Nutrition. Separate descriptive analyses of total sugars for children aged 2 to 18 (n=13,919) and adults aged 19 and older (n=31,156) were conducted by year and by misreporting status (under-, plausible and overreporters), and the top sources of total sugars were identified. Misreporting status was studied",https://www150.statcan.gc.ca/n1/en/pub/82-003-x/2019001/article/00002-eng.pdf?st=FKY4lERx,Health Outcome,Health Information,Additional sources
Change in total sugars consumption among Canadian children and adults," Free sugars are nutrients of public health concern that have been associated with negative health outcomes, including dental caries in children and excess weight gain. Since national-level free sugars data are not currently available for Canadians, total sugars intake was examined to understand sugars intake in the population. The objective of this analysis was to describe and compare total sugars consumption among Canadians in 2004 and 2015",https://www150.statcan.gc.ca/n1/en/pub/82-003-x/2019001/article/00002-eng.pdf?st=FKY4lERx,Utilization,Nutrient & non-nutrient metabolic utilization,Additional sources
" In 2015, the average daily total sugars consumption was 101 grams (24 teaspoons) for children aged 1 to 8, 115 grams (27 teaspoons) for children aged 9 to 18, and 85 grams (20 teaspoons) for adults. Sugary beverages, taken together, were the top source of sugars for all age groups. Total sugars consumption decreased from 2004 to 2015 overall, although not by misreporting status","Data are from the 2004 and 2015 Canadian Community Health Survey—Nutrition. Separate descriptive analyses of total sugars for children aged 2 to 18 (n=13,919) and adults aged 19 and older (n=31,156) were conducted by year and by misreporting status (under-, plausible and overreporters), and the top sources of total sugars were identified. Misreporting status was studied",https://www150.statcan.gc.ca/n1/en/pub/82-003-x/2019001/article/00002-eng.pdf?st=FKY4lERx,Utilization,Nutrient & non-nutrient metabolic utilization,Additional sources
"The latest evidence on diet and health indicates that intakes of added sugars, in particular from sugar-sweetened beverages, are associated with the risk of excess body weight and obesity in children and adults.3,4 The consumption of sugary beverages is also associated with the risk of dental caries and poor oral health in children In both adults and children, the World Health Organization recommends reducing the intake of free sugars to less than 10% of total energy intake.2 In 2013, free sugars accounted for 62% of total sugars in Canadian prepackaged foods, although this ranged from 100% in soft drinks and fruit juices to 11% in nuts and seeds.6","Sugars are a type of carbohydrate found naturally in fruit, vegetables and milk. Sugars are also added to food to improve taste or for preservation, such as in the case of jams or jellies. Sugars confer several functional characteristics to foods, including viscosity, texture and browning.1 Total sugars include all monosaccharides and disaccharides other than polyols, regardless of their source. Added sugars are all sugars added to foods and beverages. Free sugars refer to monosaccharides and disaccharides added to foods by the manufacturer, cook or consumer, and sugars naturally present in honey, syrups and fruit juices.",https://www150.statcan.gc.ca/n1/en/pub/82-003-x/2019001/article/00002-eng.pdf?st=FKY4lERx,Health Outcome,Health Information,Additional sources
"More recent comprehensive national-level nutrition data were collected in the 2015 CCHS—Nutrition. In the absence of free sugars intake data, the objectives of these analyses were to describe the Canadian population’s dietary intakes of total sugars in 2015, and compare these results with estimates from 2004. In light of recent findings8 that misreporting changed between 2004 and 2015, intakes were examined by misreporting status.","Since national-level free sugars data are not currently available for Canadians, total sugars intakes were examined to understand sugars intakes in the population. National level survey data on total sugars intakes for Canadians were previously collected in the 2004 Canadian Community Health Survey (CCHS)— Nutrition. In 2004, Canadians aged 1 year and older consumed a daily average of 110 grams (26 teaspoons) of total sugars, approximately 20% of their total energy intake.7 While over 30% of total sugars came from the vegetables and fruit category of Canada’s Food Guide, 35% of total sugars came from the “other” food category, which includes foods to limit, such as soft drinks and candy. ",https://www150.statcan.gc.ca/n1/en/pub/82-003-x/2019001/article/00002-eng.pdf?st=FKY4lERx,Health Outcome,Health Information,Additional sources
"The latest evidence on diet and health indicates that intakes of added sugars, in particular from sugar-sweetened beverages, are associated with the risk of excess body weight and obesity in children and adults.3,4 The consumption of sugary beverages is also associated with the risk of dental caries and poor oral health in children In both adults and children, the World Health Organization recommends reducing the intake of free sugars to less than 10% of total energy intake.2 In 2013, free sugars accounted for 62% of total sugars in Canadian prepackaged foods, although this ranged from 100% in soft drinks and fruit juices to 11% in nuts and seeds.6","Sugars are a type of carbohydrate found naturally in fruit, vegetables and milk. Sugars are also added to food to improve taste or for preservation, such as in the case of jams or jellies. Sugars confer several functional characteristics to foods, including viscosity, texture and browning.1 Total sugars include all monosaccharides and disaccharides other than polyols, regardless of their source. Added sugars are all sugars added to foods and beverages. Free sugars refer to monosaccharides and disaccharides added to foods by the manufacturer, cook or consumer, and sugars naturally present in honey, syrups and fruit juices.",https://www150.statcan.gc.ca/n1/en/pub/82-003-x/2019001/article/00002-eng.pdf?st=FKY4lERx,Utilization,Nutrient & non-nutrient metabolic utilization,Additional sources
"More recent comprehensive national-level nutrition data were collected in the 2015 CCHS—Nutrition. In the absence of free sugars intake data, the objectives of these analyses were to describe the Canadian population’s dietary intakes of total sugars in 2015, and compare these results with estimates from 2004. In light of recent findings8 that misreporting changed between 2004 and 2015, intakes were examined by misreporting status.","Since national-level free sugars data are not currently available for Canadians, total sugars intakes were examined to understand sugars intakes in the population. National level survey data on total sugars intakes for Canadians were previously collected in the 2004 Canadian Community Health Survey (CCHS)— Nutrition. In 2004, Canadians aged 1 year and older consumed a daily average of 110 grams (26 teaspoons) of total sugars, approximately 20% of their total energy intake.7 While over 30% of total sugars came from the vegetables and fruit category of Canada’s Food Guide, 35% of total sugars came from the “other” food category, which includes foods to limit, such as soft drinks and candy. ",https://www150.statcan.gc.ca/n1/en/pub/82-003-x/2019001/article/00002-eng.pdf?st=FKY4lERx,Utilization,Nutrient & non-nutrient metabolic utilization,Additional sources
